name,desc,tags,price,cicle,spec,new_spec,pay_type
【106三网短信】短信验证码/短信通知/短信群发-API接口【70字短信】,小睿行业短信接口API，支持移动联通电信短信接口对接。3秒极速，低至2.5分一条。适用于验证码短信、触发短信、短信通知、会员短信提醒等应用，支持虚拟运营商短信发送。专注企业短信服务10年运营与技术积累，7x24小时技术服务。,短信营销，通信服务,0.043689,1年,18.00元/412次,0.043689,0
天津微信小程序电商分销小程序设计制作定制开发搭建,天津电商商城零售分销拼团秒杀砍价预约微信、教育/餐饮扫码点餐营销小程序设计制作定制开发搭建|俱进科技,小程序商城,300,1次,展示型小程序开发,展示型小程序开发,1
网站CA证书 HTTPS 配置 部署证书 网页防篡改 网站加密,网站CA证书 HTTPS 配置 部署证书 网页防篡改 网站加密   实现网站HTTPS化，使网站可信，防劫持、防篡改、防监听。,证书安装，网站CA证书HTTPS配置部署证书网页防篡改网站加密,800,1次,OV SSL专业版单域名（含配置）,OV SSL专业版单域名（含配置）,1
团队分红— 社交新零售商城系统,商城分销团队中，符合条件的分销商成为队长后，可享受在原本的分销佣金基础上，额外获得整个团队商品金额一定比例的分红。整体团队分红的额外奖励更有利于刺激分销商推广宣传的积极性，进而实现快速稳健提升商城销售业绩的目的,分销，社区团购，分红，团队分红，团长,3800,1年,团队分红插件 & 创业版A,团队分红插件 & 创业版A,2
门店预约— 社交新零售商城系统,"服务预约插件：

支持相关基础设置（分销、短信提醒、邮件提醒、支付方式）

支持模板消息的管理和设置

支持预约商品的设置

支持订单插件及管理

支持评论管理",预约，预约小程序，服务预约，预约服务，免费预约,3800,1年,门店预约插件 & 创业版A,门店预约插件 & 创业版A,2
南平公司注册工商营业执照代办个体户注册公司南平多商户入驻分销商城网站建设小程序帮学习做任务托管运营强,本款南平公司注册工商营业执照代办个体户注册公司南平多商户入驻分销商城网站建设小程序帮学习做任务托管运营强咨询服务商品，支持上门取资料，就近工商办理，部分地区业务不支持办理，详情请咨询客服，谢谢！,南平网站建设，南平公司注册，注册南平公司，公司注册南平，南平注册注册,0.12,1次,含我们提供我们指定地址注册含小规模做账申报一年（不开户票赠商标或网站）,含我们提供我们指定地址注册含小规模做账申报一年（不开户票赠商标或网站）,1
全网端小程序专业定制开发,"小程序开发|小程序定制开发|小程序高端定制
专业软件开发经验，APP定制开发，小程序定制开发，公众号定制开发；帮您快速启动项目，提供一站式技术开发解决方案，前期梳理项目需求，评估开发周期，完整开发流程，专项项目小组服务",,100,1次,超级商城定制开发,超级商城定制开发,1
web日志切割 自动定时切割 自动备份,为企业提供服务器web日志一站式服务，多名运维工程师7*24小时为您的业务保驾护航。,数据备份与恢复，安装与设置，系统配置，安装与配置,300,1次,多站切割,多站切割,1
湘潭公司注册代办工商营业执照个体户申请注册公司湘潭可上门取资料就近工商执照代办理注册湘潭公司,本款湘潭公司注册代办工商营业执照个体户申请注册公司湘潭可上门取资料就近工商执照代办理注册湘潭公司咨询服务商品，支持上门取资料，就近工商办理，如有疑问，请咨询客服，谢谢！,,0.1,1次,含我们提供我们指定地址注册含小规模做账申报一年（不开户票赠商标或网站）,含我们提供我们指定地址注册含小规模做账申报一年（不开户票赠商标或网站）,1
领猫SCM,设计 · 打样 · 评审 · 物料 · 订单 · 采购 · 生产 · 财务 · 供应商协同,ERP，MES，SCM，服装供应链，供应商协同,78000,1年,套餐B,套餐B,2
启客多智能拓客CRM,启客多scrm是基于企业微信，结合大数据+AI智能技术，为企业提供从公域获客到私域运营的智能化解决方案，核心产品涵盖智能拓客、智能外呼、智能管理和企微运营，打通企业获客-管理-运营全链路，助力企业降本增效，业绩飞速增长！,,16800,1年,扬帆获客2022版,扬帆获客2022版,2
多版本标准运行环境/部署实施,由专业的专家团队为用户完成网站基础环境搭建、配置，提交安全、高效、稳定可靠的网站基础运行环境；php、.net、asp运行环境，支持Linux环境Windows系统安装。,环境配置，站点调优，安装与配置,300,1次,java运行环境,java运行环境,1
智能扫地机器人软硬件开发嵌入式开发电路板设计PCB开发APP开发源码解决方案,"扫地机器人既可以通过手机实现智能操作控制，同时也支持语音控制。可以随时随地通过APP对扫地机器人进行开关、定时、实时控制等操作，指哪扫哪。并且记录清扫记录(清扫时长、清扫范围、充电次数、充电时长等)
",,100,1次,智能扫地机器人软硬件,智能扫地机器人软硬件,1
EDI许可证/EDI代办/EDI办理/EDI/EDI经营许可证/增值电信业务经营许可证,在线数据处理与交易业务，是利用各种与公用通信网相连的数据与交易事务处理应用平台，通过公用通信互联网为用户提供在线数据处理和交易/事物处理的业务牌照，简称EDI证或EDI资质。从事网上商城、物联网交易、平台交易、P2P交易的企业需办理在线数据处理与交易处理业务牌照。如淘宝，京东模式,产品认证，资质许可，资质认证,5000,1次,次,次,1
中文姓名预测性别 性别推断,根据姓名，推断出性别和置信度，采用人工智能算法和大数据推断，准确率高,文本分析,0.0015,1年,"15.00元/10,000次",0.0015,0
知识付费app小程序丨付费知识系统源码开发丨在线课堂app定制开发丨搭建直播知识付费平台,万岳知识付费系统，开源源码，支持二次开发和定制开发；多端互通；内含多种付费形式、多种营销玩法、多种互动功能等。,定制APP,8000,1次,可定制开发,可定制开发,1
数字化营销平台·企微SCRM（乙方SaaS版）,企微SCRM支持企业用户在制作和发送优质内容的基础之上，构建企业微信生态，在企业微信中打造营销闭环，实现业务的转化。,,0,-1,-1,-1,
后台登录密码破解,"破解常规网站程序后台密码，数据库密码以及常见管理面板（wdcp,宝塔等）的登录密码。",密码破解，破解，网站密码，后台账号忘记，忘记密码,200,1次,网站面板密码破解,网站面板密码破解,1
申请与配置域名https证书,"部署https证书好处

",域名服务，服务器配置,199,1次,包年，服务器管家客户，免费解决问题,包年，服务器管家客户，免费解决问题,1
ThinkPHP程序安装维护 故障排查 问题处理,ThinkPHP网站建设，环境配置，ThinkPHP程序调试，故障排查，问题处理，多名运维工程师7*24小时为您的业务保驾护航。,,500,1次,程序安装,程序安装,1
小程序永久认证快速注册,1元免费认证注册50次小程序,小程序代运营，免认证费，小程序设计注册,300,1次,1元免费认证注册50次小程序,1元免费认证注册50次小程序,1
知识付费网校系统小程序,核心功能：在线视频教程、文本教程、语音教程、课程分销、教师入驻、在线练体,教育，O2O,6800,1年,教育系统小程序,教育系统小程序,2
模拟考试题库刷题流量主小程序开发,"1、本模块支持 多选题、单选题、填空题（支持多空）、判断题、语音题（即一段语音下面多个选择题）等题型
2、可导入内部学员信息，创建内部学员专属题库
3、后台可批量生成指定题库激活码，学员输入激活码可激活指定题库（可以做线下收费）
4、支持流量主设置
5、支持知识点管理
6、支持指",,15000,1次,小程序,小程序,1
腾讯云主机代维 服务器运维外包,君云时代专注腾讯云服务器代运维服务，为了保障服务器的安全、稳定，君云为您提供定制化的网站运维服务，网站维护，服务器代维，安全代维，网站托管式运维，清除木马，漏洞修复等。,网站托管，程序安全代维，一体化安全防护，木马检测，服务器运维,12000,1年,专业运维（包年）,专业运维（包年）,2
万能小程序系统,万能小程序系统，秒杀市面所有小程序！,小程序官网，小程序商城,12000,1次,旗舰版,旗舰版,1
 社区团购小程序/开发微商城/分销/拼团/营销,为社区团购量身打造,,0,30天,面议,面议,2
营销型网站建设，企业品牌官网，高端设计制作，公众号微网站，网站设计搭建一条龙,营销型网站建设，企业品牌官网，高端设计制作，公众号微网站，网站设计搭建一条龙，做有视觉冲击力的网站，让您的网络订单飞起来,企业展示，其他网站定制,16800,1年,标准版,标准版,2
全国等保测评 信息安全等级保护,深水时代等保2.0测评全套方案帮助用户快速、省心、安心通过等保合规测评。联合各地测评机构，为用户构建合法合规、重点突出、节约成本、符合实际的安全保障体系，同时提供“整体防护，动态对抗”的等保2.0安全解决方案。【下单后，请联系客服进行人工交付】,等保测评，等保咨询，许可证办理，安全咨询,200000,1次,等保二级,等保二级,1
VIP小说阅读 会员充值,快速搭建成熟稳定、高性能、功能丰富的原创文学系统，支持微信端，包含管理后台、作者后台、版权商后台、用户端、支持会员推广、会员充值、包月会员、vip章节订阅等主流功能。,,2607.142857,7天,1个月,1个月,2
数字孪生3D可视化,"数字孪生，是充分利用物理模型、传感器更新、运行历史等数据，集成多学科、多物理量、多尺度、多概率的仿真过程，在虚拟空间中完成映射，从而反映相对应的实体装备的全生命周期过程。是物理系统的虚拟副本，可以建模、模拟、监视、分析和不断优化物理世界。
能够助力实现数字化管理，加速数字化转型。",,59999,1年,数字孪生应用开发,数字孪生应用开发,2
